X,Y,Z
30.4362498814565079,-1.04624978501542576,228.890487670898438
30.4445832147565056,-1.04624978501542576,250.563461303710938
30.4529165480565069,-1.04624978501542576,559.1611328125
30.4612498813565082,-1.04624978501542576,914.4298095703125
30.4029165482565062,-1.05458311831542573,156.462188720703125
30.4112498815565075,-1.05458311831542573,191.651153564453125
30.4279165481565066,-1.05458311831542573,244.191329956054688
30.4362498814565079,-1.05458311831542573,149.728591918945312
30.4445832147565056,-1.05458311831542573,192.736236572265625
30.4529165480565069,-1.05458311831542573,476.19195556640625
30.4612498813565082,-1.05458311831542573,528.04815673828125
30.469583214656506,-1.05458311831542573,284.464630126953125
30.4779165479565073,-1.05458311831542573,116.398994445800781
30.3529165484565056,-1.06291645161542569,84.189117431640625
30.3612498817565069,-1.06291645161542569,97.7288131713867188
30.3695832150565082,-1.06291645161542569,87.1963729858398438
30.3779165483565059,-1.06291645161542569,117.625381469726562
30.3862498816565072,-1.06291645161542569,107.843582153320312
30.3945832149565049,-1.06291645161542569,125.16558837890625
30.4029165482565062,-1.06291645161542569,136.007415771484375
30.4112498815565075,-1.06291645161542569,141.252716064453125
30.4195832148565053,-1.06291645161542569,161.133087158203125
30.4279165481565066,-1.06291645161542569,159.954986572265625
30.4362498814565079,-1.06291645161542569,145.499160766601562
30.4445832147565056,-1.06291645161542569,163.282257080078125
30.4529165480565069,-1.06291645161542569,294.8114013671875
30.4612498813565082,-1.06291645161542569,286.40411376953125
30.469583214656506,-1.06291645161542569,142.244400024414062
30.3529165484565056,-1.07124978491542588,110.839080810546875
30.3612498817565069,-1.07124978491542588,117.194915771484375
30.3695832150565082,-1.07124978491542588,118.51922607421875
30.3779165483565059,-1.07124978491542588,125.622276306152344
30.3862498816565072,-1.07124978491542588,137.844863891601562
30.3945832149565049,-1.07124978491542588,151.171432495117188
30.4029165482565062,-1.07124978491542588,182.134262084960938
30.4112498815565075,-1.07124978491542588,243.7933349609375
30.4195832148565053,-1.07124978491542588,161.36767578125
30.4279165481565066,-1.07124978491542588,133.28399658203125
30.4362498814565079,-1.07124978491542588,121.758964538574219
30.4445832147565056,-1.07124978491542588,132.559951782226562
30.4529165480565069,-1.07124978491542588,155.002166748046875
30.4612498813565082,-1.07124978491542588,126.640510559082031
30.3529165484565056,-1.07958311821542585,112.783401489257812
30.3612498817565069,-1.07958311821542585,114.415748596191406
30.3695832150565082,-1.07958311821542585,120.651222229003906
30.3779165483565059,-1.07958311821542585,126.75592041015625
30.3862498816565072,-1.07958311821542585,141.75811767578125
30.3945832149565049,-1.07958311821542585,154.580322265625
30.4029165482565062,-1.07958311821542585,213.651611328125
30.4112498815565075,-1.07958311821542585,339.456268310546875
30.4195832148565053,-1.07958311821542585,172.802642822265625
30.4279165481565066,-1.07958311821542585,121.444503784179688
30.4362498814565079,-1.07958311821542585,118.623222351074219
30.4445832147565056,-1.07958311821542585,119.826324462890625
30.4529165480565069,-1.07958311821542585,142.312393188476562
30.3445832151565078,-1.08791645151542582,91.074798583984375
30.3529165484565056,-1.08791645151542582,116.234237670898438
30.3612498817565069,-1.08791645151542582,114.960098266601562
30.3695832150565082,-1.08791645151542582,125.741363525390625
30.3779165483565059,-1.08791645151542582,135.74462890625
30.3862498816565072,-1.08791645151542582,146.465408325195312
