X,Y,Z
30.4362498814565079,-1.04624978501542576,258.73150634765625
30.4445832147565056,-1.04624978501542576,311.04180908203125
30.4529165480565069,-1.04624978501542576,567.20550537109375
30.4612498813565082,-1.04624978501542576,973.05877685546875
30.4029165482565062,-1.05458311831542573,145.5682373046875
30.4112498815565075,-1.05458311831542573,190.012176513671875
30.4279165481565066,-1.05458311831542573,241.350448608398438
30.4362498814565079,-1.05458311831542573,149.671646118164062
30.4445832147565056,-1.05458311831542573,205.233856201171875
30.4529165480565069,-1.05458311831542573,548.696533203125
30.4612498813565082,-1.05458311831542573,618.65985107421875
30.469583214656506,-1.05458311831542573,304.92681884765625
30.4779165479565073,-1.05458311831542573,115.046440124511719
30.3529165484565056,-1.06291645161542569,103.084609985351562
30.3612498817565069,-1.06291645161542569,101.908279418945312
30.3695832150565082,-1.06291645161542569,87.3767013549804688
30.3779165483565059,-1.06291645161542569,123.004920959472656
30.3862498816565072,-1.06291645161542569,111.565948486328125
30.3945832149565049,-1.06291645161542569,131.164382934570312
30.4029165482565062,-1.06291645161542569,143.660293579101562
30.4112498815565075,-1.06291645161542569,146.377685546875
30.4195832148565053,-1.06291645161542569,163.252639770507812
30.4279165481565066,-1.06291645161542569,160.686492919921875
30.4362498814565079,-1.06291645161542569,143.708251953125
30.4445832147565056,-1.06291645161542569,168.023773193359375
30.4529165480565069,-1.06291645161542569,334.98248291015625
30.4612498813565082,-1.06291645161542569,325.16552734375
30.469583214656506,-1.06291645161542569,152.011444091796875
30.3529165484565056,-1.07124978491542588,119.302734375
30.3612498817565069,-1.07124978491542588,124.899284362792969
30.3695832150565082,-1.07124978491542588,126.078994750976562
30.3779165483565059,-1.07124978491542588,134.528152465820312
30.3862498816565072,-1.07124978491542588,147.872344970703125
30.3945832149565049,-1.07124978491542588,166.717803955078125
30.4029165482565062,-1.07124978491542588,207.8751220703125
30.4112498815565075,-1.07124978491542588,279.381744384765625
30.4195832148565053,-1.07124978491542588,171.464935302734375
30.4279165481565066,-1.07124978491542588,140.572616577148438
30.4362498814565079,-1.07124978491542588,122.064834594726562
30.4445832147565056,-1.07124978491542588,135.107818603515625
30.4529165480565069,-1.07124978491542588,156.960113525390625
30.4612498813565082,-1.07124978491542588,132.059860229492188
30.3529165484565056,-1.07958311821542585,119.792083740234375
30.3612498817565069,-1.07958311821542585,121.609107971191406
30.3695832150565082,-1.07958311821542585,129.877792358398438
30.3779165483565059,-1.07958311821542585,135.533233642578125
