X,Y,Z,FID
30.37791655,-1.162916451,269.3152466,212
30.38624988,-1.162916451,318.8884277,213
30.39458321,-1.162916451,382.667572,214
30.40291655,-1.162916451,608.7920532,215
30.41124988,-1.162916451,404.4685669,216
30.41958321,-1.162916451,271.7718201,217
30.42791655,-1.162916451,182.8897247,218
30.43624988,-1.162916451,161.2901917,219
30.44458321,-1.162916451,153.1938019,220
30.45291655,-1.162916451,148.8163757,221
30.46124988,-1.162916451,135.7729492,222
30.46958321,-1.162916451,72.17427063,223
30.29458322,-1.171249785,97.95204926,224
30.30291655,-1.171249785,107.3250732,225
30.31124988,-1.171249785,96.03580475,226
30.31958322,-1.171249785,86.31568909,227
30.32791655,-1.171249785,81.91613007,228
30.33624988,-1.171249785,77.20336914,229
30.34458322,-1.171249785,178.3509979,230
30.35291655,-1.171249785,222.427063,231
30.36124988,-1.171249785,248.2416382,232
30.36958322,-1.171249785,380.5480347,233
30.37791655,-1.171249785,350.186554,234
30.38624988,-1.171249785,362.3703308,235
30.39458321,-1.171249785,537.4036865,236
30.40291655,-1.171249785,709.3519287,237
30.41124988,-1.171249785,433.2116699,238
30.41958321,-1.171249785,266.568634,239
30.42791655,-1.171249785,167.2565613,240
30.43624988,-1.171249785,132.565567,241
30.44458321,-1.171249785,135.8869934,242
30.45291655,-1.171249785,146.4052582,243
30.46124988,-1.171249785,133.0694733,244
30.46958321,-1.171249785,120.5184479,245
30.47791655,-1.171249785,118.9290848,246
30.48624988,-1.171249785,113.6162338,247
30.49458321,-1.171249785,126.2709732,248
30.29458322,-1.179583118,84.35708618,249
30.30291655,-1.179583118,111.6440582,250
30.31124988,-1.179583118,100.2747574,251
30.31958322,-1.179583118,90.85721588,252
30.32791655,-1.179583118,80.93231964,253
30.33624988,-1.179583118,79.28678131,254
30.34458322,-1.179583118,131.5858002,255
30.35291655,-1.179583118,145.6933289,256
30.36124988,-1.179583118,115.9917374,257
30.36958322,-1.179583118,127.051857,258
30.37791655,-1.179583118,138.8567047,259
30.38624988,-1.179583118,122.2741318,260
30.39458321,-1.179583118,132.4864807,261
30.40291655,-1.179583118,163.2524414,262
30.41124988,-1.179583118,300.4467773,263
30.41958321,-1.179583118,220.8339081,264
30.42791655,-1.179583118,160.6084595,265
30.43624988,-1.179583118,146.866806,266
30.44458321,-1.179583118,149.3020325,267
30.45291655,-1.179583118,163.230957,268
30.46124988,-1.179583118,141.8969269,269
30.46958321,-1.179583118,131.4237671,270
30.47791655,-1.179583118,139.3792572,271
30.48624988,-1.179583118,135.6545258,272
30.49458321,-1.179583118,157.6978149,273
30.50291655,-1.179583118,148.9026642,274
30.28624988,-1.187916451,162.4872131,275
30.29458322,-1.187916451,81.5098114,276
30.30291655,-1.187916451,86.79901886,277
30.31124988,-1.187916451,89.03222656,278
30.31958322,-1.187916451,92.78108215,279
30.32791655,-1.187916451,80.92782593,280
30.33624988,-1.187916451,78.49000549,281
30.34458322,-1.187916451,81.31153107,282
30.35291655,-1.187916451,88.15458679,283
30.36124988,-1.187916451,100.2137756,284
30.36958322,-1.187916451,102.7004623,285
30.37791655,-1.187916451,99.57070923,286
30.38624988,-1.187916451,102.5417023,287
30.39458321,-1.187916451,108.7238541,288
30.40291655,-1.187916451,129.8691101,289
30.41124988,-1.187916451,223.4001007,290
30.41958321,-1.187916451,179.915329,291
30.42791655,-1.187916451,181.7596436,292
30.43624988,-1.187916451,171.7971497,293
30.44458321,-1.187916451,162.3616638,294
30.45291655,-1.187916451,166.1608582,295
30.46124988,-1.187916451,138.2340088,296
30.46958321,-1.187916451,140.3210297,297
30.47791655,-1.187916451,126.2816925,298
30.48624988,-1.187916451,126.3680878,299
30.49458321,-1.187916451,151.4820099,300
30.50291655,-1.187916451,163.6480713,301
30.27791655,-1.196249784,136.9130249,302
30.28624988,-1.196249784,91.78699493,303
30.29458322,-1.196249784,75.99847412,304
30.30291655,-1.196249784,82.75765991,305
30.31124988,-1.196249784,88.89681244,306
30.31958322,-1.196249784,84.35984039,307
30.32791655,-1.196249784,80.74198914,308
30.33624988,-1.196249784,79.1313858,309
30.34458322,-1.196249784,81.20657349,310
30.35291655,-1.196249784,89.93505096,311
30.36124988,-1.196249784,121.1367416,312
30.36958322,-1.196249784,119.8058701,313
30.37791655,-1.196249784,90.99212646,314
30.38624988,-1.196249784,94.03047943,315
30.39458321,-1.196249784,110.0622025,316
30.40291655,-1.196249784,137.7304993,317
30.41124988,-1.196249784,335.2915039,318
30.41958321,-1.196249784,260.1686096,319
30.42791655,-1.196249784,195.0699463,320
30.43624988,-1.196249784,172.7939911,321
30.44458321,-1.196249784,167.1247711,322
30.45291655,-1.196249784,166.6107178,323
30.46124988,-1.196249784,143.1873474,324
30.46958321,-1.196249784,145.0493469,325
30.47791655,-1.196249784,130.108429,326
30.48624988,-1.196249784,130.9992371,327
30.49458321,-1.196249784,152.8269501,328
30.50291655,-1.196249784,170.0263214,329
30.51124988,-1.196249784,157.2725677,330
30.26958322,-1.204583118,175.8011017,331
30.27791655,-1.204583118,180.002243,332
30.28624988,-1.204583118,102.4010162,333
30.29458322,-1.204583118,90.31748199,334
30.30291655,-1.204583118,99.25495148,335
30.31124988,-1.204583118,87.32187653,336
30.31958322,-1.204583118,97.51282501,337
30.32791655,-1.204583118,83.60623169,338
30.33624988,-1.204583118,74.70007324,339
30.34458322,-1.204583118,75.35819244,340
30.35291655,-1.204583118,81.8405304,341
30.36124988,-1.204583118,82.53344727,342
30.36958322,-1.204583118,86.29003143,343
30.37791655,-1.204583118,89.41728973,344
30.38624988,-1.204583118,93.41373444,345
30.39458321,-1.204583118,107.6936035,346
30.40291655,-1.204583118,253.1376801,347
30.41124988,-1.204583118,485.7580566,348
30.41958321,-1.204583118,464.9067688,349
30.42791655,-1.204583118,224.3075562,350
30.43624988,-1.204583118,180.4527283,351
30.44458321,-1.204583118,175.0998993,352
30.45291655,-1.204583118,166.7645721,353
30.46124988,-1.204583118,145.1725922,354
30.46958321,-1.204583118,147.7609558,355
30.47791655,-1.204583118,139.0235901,356
30.48624988,-1.204583118,136.3927002,357
30.49458321,-1.204583118,166.7049255,358
30.50291655,-1.204583118,187.2732086,359
30.51124988,-1.204583118,157.2572479,360
30.26124988,-1.212916451,119.4719315,361
30.26958322,-1.212916451,100.0824661,362
30.27791655,-1.212916451,142.0384674,363
30.28624988,-1.212916451,121.6633606,364
30.29458322,-1.212916451,145.6119537,365
30.30291655,-1.212916451,194.113205,366
30.31124988,-1.212916451,108.7745438,367
30.31958322,-1.212916451,143.3216095,368
30.32791655,-1.212916451,96.90197754,369
30.33624988,-1.212916451,75.84339142,370
30.34458322,-1.212916451,84.76392365,371
30.35291655,-1.212916451,118.2091293,372
30.36124988,-1.212916451,95.30051422,373
30.36958322,-1.212916451,87.63976288,374
30.37791655,-1.212916451,85.56344604,375
30.38624988,-1.212916451,110.5055542,376
30.39458321,-1.212916451,183.2656403,377
30.40291655,-1.212916451,313.3895569,378
30.41124988,-1.212916451,569.2393188,379
30.41958321,-1.212916451,439.5943298,380
30.42791655,-1.212916451,189.7263184,381
30.43624988,-1.212916451,179.57901,382
30.44458321,-1.212916451,169.9545441,383
30.45291655,-1.212916451,168.5604401,384
30.46124988,-1.212916451,152.5140533,385
30.46958321,-1.212916451,145.0071564,386
30.47791655,-1.212916451,143.5698395,387
30.48624988,-1.212916451,149.5821381,388
30.49458321,-1.212916451,235.9788208,389
30.50291655,-1.212916451,255.6356964,390
30.51124988,-1.212916451,178.4721222,391
30.25291655,-1.221249784,153.3735046,392
30.26124988,-1.221249784,119.814827,393
30.26958322,-1.221249784,144.5515594,394
30.27791655,-1.221249784,125.0703888,395
30.28624988,-1.221249784,157.7878265,396
30.29458322,-1.221249784,137.0832214,397
30.30291655,-1.221249784,187.3516541,398
30.31124988,-1.221249784,139.5304565,399
30.31958322,-1.221249784,108.9383316,400
30.32791655,-1.221249784,89.93984222,401
30.33624988,-1.221249784,78.828125,402
30.34458322,-1.221249784,92.76683044,403
30.35291655,-1.221249784,132.9815521,404
30.36124988,-1.221249784,92.72228241,405
30.36958322,-1.221249784,79.68263245,406
30.37791655,-1.221249784,137.722641,407
30.38624988,-1.221249784,190.7517853,408
30.39458321,-1.221249784,208.2536774,409
30.40291655,-1.221249784,467.4230957,410
30.41124988,-1.221249784,1362.663818,411
30.41958321,-1.221249784,954.0736694,412
30.42791655,-1.221249784,289.9169922,413
30.43624988,-1.221249784,187.703186,414
30.44458321,-1.221249784,174.4998474,415
30.45291655,-1.221249784,167.3538361,416
30.46124988,-1.221249784,159.2730865,417
30.46958321,-1.221249784,143.2222595,418
30.47791655,-1.221249784,135.0652161,419
30.48624988,-1.221249784,155.4583435,420
30.49458321,-1.221249784,222.9203186,421
30.50291655,-1.221249784,227.7815247,422
30.51124988,-1.221249784,200.8593597,423
30.51958321,-1.221249784,157.2953949,424
30.24458322,-1.229583118,178.9751587,425
30.25291655,-1.229583118,107.9106979,426
30.26124988,-1.229583118,142.6585846,427
30.26958322,-1.229583118,145.4599152,428
30.27791655,-1.229583118,121.1720428,429
30.28624988,-1.229583118,134.839798,430
30.29458322,-1.229583118,102.9119492,431
30.30291655,-1.229583118,104.2069397,432
30.31124988,-1.229583118,112.4661179,433
30.31958322,-1.229583118,104.6787949,434
30.32791655,-1.229583118,86.4609375,435
30.33624988,-1.229583118,80.80567169,436
30.34458322,-1.229583118,97.87760162,437
30.35291655,-1.229583118,92.75700378,438
30.36124988,-1.229583118,84.24189758,439
30.36958322,-1.229583118,80.55169678,440
30.37791655,-1.229583118,85.95069122,441
30.38624988,-1.229583118,127.5141678,442
30.39458321,-1.229583118,201.8898468,443
30.40291655,-1.229583118,622.5664063,444
30.41124988,-1.229583118,1487.085327,445
30.41958321,-1.229583118,847.7924805,446
30.42791655,-1.229583118,334.5192871,447
30.43624988,-1.229583118,192.6399841,448
30.44458321,-1.229583118,181.5869598,449
30.45291655,-1.229583118,165.362854,450
30.46124988,-1.229583118,147.5653381,451
30.46958321,-1.229583118,135.8804016,452
30.47791655,-1.229583118,130.2145996,453
30.48624988,-1.229583118,139.8513947,454
30.49458321,-1.229583118,177.2427673,455
30.50291655,-1.229583118,236.2481842,456
30.51124988,-1.229583118,411.2560425,457
30.51958321,-1.229583118,213.8674316,458
30.23624988,-1.237916451,177.8100739,459
30.24458322,-1.237916451,112.0822296,460
30.25291655,-1.237916451,106.1937866,461
30.26124988,-1.237916451,115.2497253,462
30.26958322,-1.237916451,109.5773697,463
30.27791655,-1.237916451,125.4443588,464
30.28624988,-1.237916451,135.6395264,465
30.29458322,-1.237916451,96.6279068,466
30.30291655,-1.237916451,112.9531403,467
30.31124988,-1.237916451,137.5163727,468
30.31958322,-1.237916451,115.617218,469
30.32791655,-1.237916451,96.84819794,470
30.33624988,-1.237916451,87.86307526,471
30.34458322,-1.237916451,143.1230774,472
30.35291655,-1.237916451,106.3442078,473
30.36124988,-1.237916451,86.55163574,474
30.36958322,-1.237916451,78.82253265,475
30.37791655,-1.237916451,83.11631012,476
30.38624988,-1.237916451,94.76213074,477
30.39458321,-1.237916451,150.5917511,478
30.40291655,-1.237916451,427.3996582,479
30.41124988,-1.237916451,887.586731,480
30.41958321,-1.237916451,515.0407104,481
30.42791655,-1.237916451,205.753006,482
30.43624988,-1.237916451,178.2171631,483
30.44458321,-1.237916451,178.2720642,484
30.45291655,-1.237916451,161.8712616,485
30.46124988,-1.237916451,133.4698334,486
30.46958321,-1.237916451,135.9292908,487
30.47791655,-1.237916451,130.2711639,488
30.48624988,-1.237916451,136.8604889,489
30.49458321,-1.237916451,175.538208,490
30.50291655,-1.237916451,199.7695465,491
30.51124988,-1.237916451,283.5654297,492
30.51958321,-1.237916451,193.6578979,493
30.52791655,-1.237916451,145.4327698,494
30.22791655,-1.246249784,201.484848,495
30.23624988,-1.246249784,125.255722,496
30.24458322,-1.246249784,113.5515823,497
30.25291655,-1.246249784,109.9225311,498
30.26124988,-1.246249784,108.0452652,499
30.26958322,-1.246249784,105.673996,500
30.27791655,-1.246249784,128.2072449,501
30.28624988,-1.246249784,148.4026184,502
30.29458322,-1.246249784,121.5921097,503
30.30291655,-1.246249784,131.2422333,504
30.31124988,-1.246249784,144.6835327,505
30.31958322,-1.246249784,118.9526749,506
30.32791655,-1.246249784,104.9902954,507
30.33624988,-1.246249784,89.77693939,508
30.34458322,-1.246249784,188.5790253,509
30.35291655,-1.246249784,130.7637024,510
30.36124988,-1.246249784,87.14403534,511
30.36958322,-1.246249784,81.96878052,512
30.37791655,-1.246249784,85.25254822,513
30.38624988,-1.246249784,96.0099411,514
30.39458321,-1.246249784,162.2593842,515
30.40291655,-1.246249784,345.907196,516
30.41124988,-1.246249784,521.5460815,517
30.41958321,-1.246249784,348.5742493,518
30.42791655,-1.246249784,257.1823425,519
30.43624988,-1.246249784,228.1421051,520
30.44458321,-1.246249784,185.1927795,521
30.45291655,-1.246249784,167.9107208,522
30.46124988,-1.246249784,140.8581085,523
30.46958321,-1.246249784,135.2056885,524
30.47791655,-1.246249784,134.6349335,525
30.48624988,-1.246249784,144.9962769,526
30.49458321,-1.246249784,169.4620667,527
30.50291655,-1.246249784,171.786438,528
30.51124988,-1.246249784,173.8365936,529
30.51958321,-1.246249784,172.9265289,530
30.52791655,-1.246249784,164.7436981,531
30.21958322,-1.254583118,151.2644043,532
30.22791655,-1.254583118,254.7054596,533
30.23624988,-1.254583118,268.6927185,534
30.24458322,-1.254583118,239.8273315,535
30.25291655,-1.254583118,218.1002502,536
30.26124988,-1.254583118,236.7825317,537
30.26958322,-1.254583118,215.0614319,538
30.27791655,-1.254583118,149.2362366,539
30.28624988,-1.254583118,133.6776886,540
30.29458322,-1.254583118,158.991745,541
30.30291655,-1.254583118,135.1176147,542
30.31124988,-1.254583118,124.5811462,543
30.31958322,-1.254583118,113.9345169,544
30.32791655,-1.254583118,106.3266449,545
30.33624988,-1.254583118,158.4311523,546
30.34458322,-1.254583118,194.7371063,547
30.35291655,-1.254583118,191.1213684,548
30.36124988,-1.254583118,106.004303,549
30.36958322,-1.254583118,88.59294891,550
30.37791655,-1.254583118,115.230011,551
30.38624988,-1.254583118,148.9880066,552
30.39458321,-1.254583118,209.3323822,553
30.40291655,-1.254583118,363.6878052,554
30.41124988,-1.254583118,627.8848877,555
30.41958321,-1.254583118,470.6019592,556
30.42791655,-1.254583118,295.7352905,557
30.43624988,-1.254583118,256.5856934,558
30.44458321,-1.254583118,191.497818,559
30.45291655,-1.254583118,170.8102722,560
30.46124988,-1.254583118,146.5538483,561
30.46958321,-1.254583118,134.1707764,562
30.47791655,-1.254583118,142.1143799,563
30.48624988,-1.254583118,169.2814026,564
30.49458321,-1.254583118,171.6891479,565
30.50291655,-1.254583118,171.9062347,566
30.51124988,-1.254583118,166.1865082,567
30.51958321,-1.254583118,172.0850372,568
30.52791655,-1.254583118,173.5818939,569
30.53624988,-1.254583118,106.9584503,570
30.21958322,-1.262916451,189.5299988,571
30.22791655,-1.262916451,240.8149872,572
30.23624988,-1.262916451,247.7883606,573
30.24458322,-1.262916451,222.4062042,574
30.25291655,-1.262916451,215.3804779,575
30.26124988,-1.262916451,228.5467377,576
30.26958322,-1.262916451,242.5810547,577
30.27791655,-1.262916451,268.1096497,578
30.28624988,-1.262916451,167.1905823,579
30.29458322,-1.262916451,135.7712555,580
30.30291655,-1.262916451,172.510788,581
30.31124988,-1.262916451,147.4767914,582
30.31958322,-1.262916451,123.772438,583
30.32791655,-1.262916451,151.105072,584
30.33624988,-1.262916451,235.2668457,585
30.34458322,-1.262916451,215.8986206,586
30.35291655,-1.262916451,193.1494598,587
30.36124988,-1.262916451,161.1009369,588
30.36958322,-1.262916451,145.9351807,589
30.37791655,-1.262916451,155.151413,590
30.38624988,-1.262916451,163.7251129,591
30.39458321,-1.262916451,207.8009491,592
30.40291655,-1.262916451,260.2677307,593
30.41124988,-1.262916451,358.4916687,594
30.41958321,-1.262916451,235.7348328,595
30.42791655,-1.262916451,183.8330231,596
30.43624988,-1.262916451,180.7027893,597
30.44458321,-1.262916451,173.05513,598
30.45291655,-1.262916451,152.8978729,599
30.46124988,-1.262916451,139.6275787,600
30.46958321,-1.262916451,132.1016083,601
30.47791655,-1.262916451,145.2447815,602
30.48624988,-1.262916451,177.0947266,603
30.49458321,-1.262916451,185.6850586,604
30.50291655,-1.262916451,180.0648193,605
30.51124988,-1.262916451,171.7739563,606
30.51958321,-1.262916451,164.1992188,607
30.52791655,-1.262916451,156.9341888,608
30.53624988,-1.262916451,124.5478516,609
30.17791655,-1.271249784,338.6652527,610
30.18624988,-1.271249784,290.4209595,611
30.20291655,-1.271249784,201.4128113,612
30.21124988,-1.271249784,195.2150421,613
30.21958322,-1.271249784,226.3034668,614
30.22791655,-1.271249784,252.7432404,615
30.23624988,-1.271249784,293.2906189,616
30.24458322,-1.271249784,236.835144,617
30.25291655,-1.271249784,204.9394684,618
30.26124988,-1.271249784,188.3760223,619
30.26958322,-1.271249784,205.4324036,620
30.27791655,-1.271249784,227.5062714,621
30.28624988,-1.271249784,294.2789307,622
30.29458322,-1.271249784,187.8315735,623
30.30291655,-1.271249784,146.0540619,624
30.31124988,-1.271249784,173.3752136,625
30.31958322,-1.271249784,162.5623322,626
30.32791655,-1.271249784,371.367218,627
30.33624988,-1.271249784,539.178772,628
30.34458322,-1.271249784,411.5221863,629
30.35291655,-1.271249784,199.7694702,630
30.36124988,-1.271249784,177.5925293,631
30.36958322,-1.271249784,173.6549072,632
30.37791655,-1.271249784,165.295929,633
30.38624988,-1.271249784,176.2847443,634
30.39458321,-1.271249784,185.319519,635
30.40291655,-1.271249784,199.1432648,636
30.41124988,-1.271249784,236.9614716,637
30.41958321,-1.271249784,220.7807312,638
30.42791655,-1.271249784,194.5623779,639
30.43624988,-1.271249784,175.853775,640
30.44458321,-1.271249784,163.6847687,641
30.45291655,-1.271249784,145.6288605,642
30.46124988,-1.271249784,132.2633667,643
30.46958321,-1.271249784,133.0321808,644
30.47791655,-1.271249784,142.503418,645
30.48624988,-1.271249784,170.3911285,646
30.49458321,-1.271249784,300.2945557,647
30.50291655,-1.271249784,281.591095,648
30.51124988,-1.271249784,179.1440582,649
30.51958321,-1.271249784,164.8163452,650
30.52791655,-1.271249784,158.9470367,651
30.53624988,-1.271249784,140.1133118,652
30.17791655,-1.279583117,412.6850586,653
30.18624988,-1.279583117,327.992157,654
30.19458322,-1.279583117,227.7850494,655
30.20291655,-1.279583117,276.010376,656
30.21124988,-1.279583117,281.1702881,657
30.21958322,-1.279583117,242.7050476,658
30.22791655,-1.279583117,252.7496796,659
30.23624988,-1.279583117,318.967926,660
30.24458322,-1.279583117,247.6601257,661
30.25291655,-1.279583117,200.2444916,662
30.26124988,-1.279583117,194.2840271,663
30.26958322,-1.279583117,199.9684753,664
30.27791655,-1.279583117,211.9270477,665
30.28624988,-1.279583117,221.9519348,666
30.29458322,-1.279583117,172.3548431,667
